repo_id,repo_name,dependency_name,dependency_type,is_ml_library
R00534,mini-infer,vllm,optional,True
R00534,mini-infer,polars,optional,False
R00534,mini-infer,llama-index,optional,False
R00534,mini-infer,datasets,optional,True
R00534,mini-infer,faiss,dev,False
R00534,mini-infer,qdrant-client,optional,False
R00534,mini-infer,peft,core,True
R00535,quick-graph,langchain,core,False
R00535,quick-graph,optax,core,True
R00536,super-infer-py,streamlit,dev,False
R00536,super-infer-py,datasets,optional,True
R00536,super-infer-py,qdrant-client,core,False
R00536,super-infer-py,torch,dev,True
R00537,modelx,dep-12,dev,False
R00537,modelx,dep-49,optional,False
R00538,visioncraft,rayon,core,False
R00538,visioncraft,tch-rs,core,True
R00539,smart-tune,fastapi,dev,False
R00539,smart-tune,flask,dev,False
R00540,omni-llm,llama-index,core,False
R00540,omni-llm,numpy,core,False
R00540,omni-llm,fastapi,optional,False
R00540,omni-llm,datasets,core,True
R00540,omni-llm,polars,optional,False
R00541,BTA,accelerate,core,True
R00541,BTA,optax,dev,True
R00541,BTA,redis,core,False
R00541,BTA,tiktoken,dev,False
R00541,BTA,pandas,core,False
R00541,BTA,peft,core,True
R00541,BTA,dask,core,False
R00541,BTA,ray,core,False
R00542,evalrs,httpx,optional,False
R00542,evalrs,ray,optional,False
R00542,evalrs,flax,dev,True
R00542,evalrs,sentencepiece,dev,False
R00542,evalrs,aiohttp,dev,False
R00543,gptstudio,jax,optional,True
R00543,gptstudio,faiss,optional,False
R00543,gptstudio,rich,dev,False
R00543,gptstudio,streamlit,core,False
R00544,agent-flow,typer,optional,False
R00544,agent-flow,numpy,core,False
R00545,quick-tune-stack,express,core,False
R00545,quick-tune-stack,openai,core,False
R00545,quick-tune-stack,axios,core,False
R00546,OIJ,peft,optional,True
R00546,OIJ,pydantic,dev,False
R00546,OIJ,einops,core,False
R00546,OIJ,typer,optional,False
R00547,RVR,candle,dev,True
R00547,RVR,burn,core,True
R00547,RVR,ndarray,core,False
R00547,RVR,rayon,optional,False
R00548,nano-rl-box,dep-1,optional,False
R00548,nano-rl-box,dep-16,core,False
R00549,hyper-prompt-py,optax,optional,True
R00549,hyper-prompt-py,llama-index,dev,False
R00549,hyper-prompt-py,mlflow,core,False
R00549,hyper-prompt-py,accelerate,optional,True
R00549,hyper-prompt-py,flax,optional,True
R00549,hyper-prompt-py,flask,core,False
R00549,hyper-prompt-py,tensorflow,optional,True
R00550,MKUL,serde,optional,False
R00550,MKUL,candle,core,True
R00551,mini-doc-box,dep-32,optional,False
R00551,mini-doc-box,dep-39,dev,False
R00551,mini-doc-box,dep-2,dev,False
R00551,mini-doc-box,dep-14,dev,False
R00552,dyna-train,celery,core,False
R00552,dyna-train,jax,optional,True
R00552,dyna-train,faiss,core,False
R00552,dyna-train,typer,optional,False
R00552,dyna-train,sentencepiece,core,False
R00553,auto-tune-ml,flax,optional,True
R00553,auto-tune-ml,wandb,dev,False
R00553,auto-tune-ml,llama-index,dev,False
R00554,serve-spark,httpx,optional,False
R00554,serve-spark,datasets,core,True
R00555,auto-tune,pydantic,core,False
R00555,auto-tune,chromadb,dev,False
R00555,auto-tune,click,optional,False
R00555,auto-tune,pandas,optional,False
R00555,auto-tune,celery,core,False
R00555,auto-tune,datasets,optional,True
R00555,auto-tune,dask,optional,False
R00556,ultra-guard-kit,dep-43,core,False
R00557,GNDJ,zod,optional,False
R00557,GNDJ,prisma,dev,False
R00557,GNDJ,express,optional,False
R00558,uni-token-stack,flax,optional,True
R00558,uni-token-stack,einops,dev,False
R00558,uni-token-stack,scikit-learn,core,True
R00558,uni-token-stack,llama-index,optional,False
R00559,poly-gen-flow,torch,optional,True
R00559,poly-gen-flow,dask,dev,False
R00559,poly-gen-flow,jax,optional,True
R00560,rl-forge,dep-30,core,False
R00561,meta-grad-core,jax,dev,True
R00561,meta-grad-core,mlflow,optional,False
R00561,meta-grad-core,gradio,dev,False
R00562,HSIAN,bitsandbytes,optional,True
R00562,HSIAN,chromadb,optional,False
R00562,HSIAN,tensorflow,core,True
R00562,HSIAN,accelerate,core,True
R00562,HSIAN,ray,optional,False
R00562,HSIAN,streamlit,core,False
R00562,HSIAN,llama-index,dev,False
R00562,HSIAN,redis,core,False
R00563,inferx,llama-index,dev,False
R00563,inferx,tiktoken,dev,False
R00563,inferx,einops,optional,False
R00563,inferx,datasets,core,True
R00564,VSGON,jax,dev,True
R00564,VSGON,transformers,dev,True
R00564,VSGON,flax,dev,True
R00565,XEBQF,dep-9,core,False
R00565,XEBQF,dep-33,optional,False
R00565,XEBQF,dep-11,dev,False
R00566,smart-rl,langchain,optional,False
R00566,smart-rl,wandb,dev,False
R00567,fast-opt-ai,express,dev,False
R00567,fast-opt-ai,ai,optional,False
R00568,quick-bench,sqlalchemy,dev,False
R00568,quick-bench,llama-index,dev,False
R00568,quick-bench,rich,core,False
R00568,quick-bench,httpx,optional,False
R00568,quick-bench,qdrant-client,core,False
R00568,quick-bench,wandb,optional,False
R00568,quick-bench,tiktoken,optional,False
R00568,quick-bench,sentencepiece,dev,False
R00569,rapid-gpt,dep-41,optional,False
R00569,rapid-gpt,dep-22,core,False
R00569,rapid-gpt,dep-2,optional,False
R00570,dyna-flow-box,transformers,optional,True
R00570,dyna-flow-box,dask,core,False
R00570,dyna-flow-box,chromadb,core,False
R00570,dyna-flow-box,ray,core,False
R00570,dyna-flow-box,jax,optional,True
R00570,dyna-flow-box,einops,optional,False
R00571,trainstudio,dep-49,core,False
R00571,trainstudio,dep-38,dev,False
R00571,trainstudio,dep-49,core,False
R00572,simple-prompt40,dep-38,dev,False
R00573,vector-py68,gradio,dev,False
R00573,vector-py68,qdrant-client,core,False
R00574,deep-lab,polars,dev,False
R00574,deep-lab,scikit-learn,core,True
R00574,deep-lab,vllm,optional,True
R00574,deep-lab,wandb,optional,False
R00574,deep-lab,celery,dev,False
R00575,embedbase,scipy,core,False
R00575,embedbase,einops,optional,False
R00575,embedbase,flask,optional,False
R00575,embedbase,numpy,core,False
R00575,embedbase,chromadb,optional,False
R00575,embedbase,pandas,optional,False
R00576,tune-stack,tensorflow,core,True
R00576,tune-stack,streamlit,optional,False
R00577,poly-embed,dep-26,dev,False
R00577,poly-embed,dep-31,core,False
R00577,poly-embed,dep-28,core,False
R00577,poly-embed,dep-15,core,False
R00578,safe-x,axios,dev,False
R00578,safe-x,zod,dev,False
R00578,safe-x,ai,dev,False
R00578,safe-x,vercel-ai-sdk,core,False
R00578,safe-x,openai,dev,False
R00579,neo-gen-ai,scikit-learn,dev,True
R00579,neo-gen-ai,llama-index,core,False
R00579,neo-gen-ai,numpy,optional,False
R00579,neo-gen-ai,ray,dev,False
R00579,neo-gen-ai,jax,dev,True
R00579,neo-gen-ai,wandb,dev,False
R00579,neo-gen-ai,datasets,core,True
R00580,swift-flow-ai,sqlalchemy,optional,False
R00580,swift-flow-ai,jax,core,True
R00580,swift-flow-ai,einops,core,False
R00580,swift-flow-ai,httpx,dev,False
R00581,EKS,reqwest,dev,False
R00581,EKS,tokio,optional,False
R00581,EKS,ndarray,optional,False
R00581,EKS,candle,optional,True
R00582,modelcore,axios,core,False
R00582,modelcore,react,core,False
R00582,modelcore,prisma,core,False
R00582,modelcore,tailwindcss,dev,False
R00582,modelcore,zod,core,False
R00583,NKARZ,flask,core,False
R00583,NKARZ,llama-index,dev,False
R00584,chat-ops,dep-9,optional,False
R00584,chat-ops,dep-21,core,False
R00584,chat-ops,dep-18,optional,False
R00584,chat-ops,dep-32,core,False
R00585,ABCM,wandb,dev,False
R00585,ABCM,peft,dev,True
R00585,ABCM,torch,core,True
R00585,ABCM,typer,dev,False
R00585,ABCM,numpy,optional,False
R00585,ABCM,transformers,dev,True
R00586,guardwave,dep-3,core,False
R00587,flash-distill,llama-index,core,False
R00587,flash-distill,torch,dev,True
R00588,bench-rs,anyhow,dev,False
R00588,bench-rs,reqwest,dev,False
R00588,bench-rs,ndarray,dev,False
R00589,fast-tensor-core,celery,optional,False
R00589,fast-tensor-core,typer,optional,False
R00589,fast-tensor-core,datasets,dev,True
R00589,fast-tensor-core,rich,core,False
R00589,fast-tensor-core,redis,core,False
R00589,fast-tensor-core,jax,core,True
R00589,fast-tensor-core,qdrant-client,optional,False
R00589,fast-tensor-core,scipy,optional,False
R00590,uni-quant-spark,dep-37,core,False
R00590,uni-quant-spark,dep-25,optional,False
R00590,uni-quant-spark,dep-32,core,False
R00591,flash-quant,next,dev,False
R00591,flash-quant,axios,dev,False
R00591,flash-quant,react,core,False
R00592,quick-flow,bitsandbytes,optional,True
R00592,quick-flow,sqlalchemy,optional,False
R00592,quick-flow,pydantic,core,False
R00592,quick-flow,ray,core,False
R00592,quick-flow,tensorflow,dev,True
R00592,quick-flow,scikit-learn,optional,True
R00592,quick-flow,transformers,dev,True
R00593,UEJT,reqwest,core,False
R00593,UEJT,tch-rs,optional,True
R00594,IMYC,dep-5,optional,False
R00594,IMYC,dep-12,dev,False
R00594,IMYC,dep-21,optional,False
R00595,tensor-studio,llama-index,optional,False
R00595,tensor-studio,scipy,optional,False
R00595,tensor-studio,celery,dev,False
R00595,tensor-studio,flask,optional,False
R00595,tensor-studio,redis,dev,False
R00595,tensor-studio,vllm,dev,True
R00596,train-spark,tailwindcss,optional,False
R00596,train-spark,react,optional,False
R00596,train-spark,vercel-ai-sdk,optional,False
R00596,train-spark,express,dev,False
R00596,train-spark,langchain,core,False
R00597,servecraft,typer,optional,False
R00597,servecraft,pandas,optional,False
R00597,servecraft,aiohttp,dev,False
R00598,ultra-doc,dep-35,dev,False
R00598,ultra-doc,dep-30,dev,False
R00599,ultra-flow,httpx,core,False
R00599,ultra-flow,pandas,core,False
R00599,ultra-flow,peft,optional,True
R00599,ultra-flow,scikit-learn,optional,True
R00599,ultra-flow,accelerate,optional,True
R00599,ultra-flow,qdrant-client,core,False
R00599,ultra-flow,flax,optional,True
R00600,labstack,einops,optional,False
R00600,labstack,numpy,core,False
R00600,labstack,pydantic,core,False
R00600,labstack,polars,dev,False
R00600,labstack,llama-index,core,False
R00600,labstack,redis,dev,False
R00601,NZYOR,vllm,core,True
R00601,NZYOR,transformers,core,True
R00601,NZYOR,wandb,core,False
R00601,NZYOR,fastapi,core,False
R00602,embedai,sentencepiece,dev,False
R00602,embedai,accelerate,dev,True
R00602,embedai,flax,core,True
R00602,embedai,torch,optional,True
R00602,embedai,mlflow,core,False
R00602,embedai,einops,optional,False
R00602,embedai,vllm,optional,True
R00602,embedai,jax,optional,True
R00603,nano-code-stack,chromadb,optional,False
R00603,nano-code-stack,flask,dev,False
R00603,nano-code-stack,scipy,dev,False
R00603,nano-code-stack,celery,dev,False
R00603,nano-code-stack,torch,dev,True
R00603,nano-code-stack,gradio,core,False
R00604,ZFW,dep-33,core,False
R00604,ZFW,dep-40,core,False
R00604,ZFW,dep-49,optional,False
R00605,flow-studio,burn,core,True
R00605,flow-studio,rayon,dev,False
R00606,audio-core88,datasets,optional,True
R00606,audio-core88,peft,core,True
R00606,audio-core88,sentencepiece,dev,False
R00606,audio-core88,fastapi,optional,False
R00606,audio-core88,chromadb,dev,False
R00607,INDP,pydantic,dev,False
R00607,INDP,polars,dev,False
R00607,INDP,wandb,optional,False
R00607,INDP,mlflow,dev,False
R00607,INDP,tiktoken,dev,False
R00607,INDP,tensorflow,dev,True
R00607,INDP,httpx,optional,False
R00608,audiolib,next,dev,False
R00608,audiolib,zod,dev,False
R00608,audiolib,prisma,core,False
R00608,audiolib,axios,dev,False
R00609,FBB,dep-47,optional,False
R00609,FBB,dep-20,optional,False
R00609,FBB,dep-20,core,False
R00609,FBB,dep-44,dev,False
R00610,micro-doc,flax,core,True
R00610,micro-doc,chromadb,optional,False
R00610,micro-doc,langchain,core,False
R00611,ASN,peft,core,True
R00611,ASN,dask,core,False
R00611,ASN,scikit-learn,optional,True
R00611,ASN,chromadb,dev,False
R00611,ASN,fastapi,core,False
R00611,ASN,wandb,dev,False
R00611,ASN,optax,dev,True
R00611,ASN,sentencepiece,dev,False
R00612,tunehub,flax,core,True
R00612,tunehub,datasets,optional,True
R00612,tunehub,scipy,dev,False
R00612,tunehub,dask,optional,False
R00613,hyper-data-x,chromadb,core,False
R00613,hyper-data-x,bitsandbytes,optional,True
R00614,poly-data30,aiohttp,optional,False
R00614,poly-data30,tensorflow,core,True
R00614,poly-data30,llama-index,core,False
R00614,poly-data30,celery,dev,False
R00614,poly-data30,sqlalchemy,dev,False
R00614,poly-data30,optax,optional,True
R00614,poly-data30,wandb,dev,False
R00615,hyper-opt,dep-16,optional,False
R00616,open-lab,dep-48,dev,False
R00616,open-lab,dep-48,core,False
R00616,open-lab,dep-23,optional,False
R00617,BGA,aiohttp,core,False
R00617,BGA,bitsandbytes,core,True
R00617,BGA,langchain,dev,False
R00618,smart-guard,dask,dev,False
R00618,smart-guard,flask,core,False
R00618,smart-guard,click,dev,False
R00618,smart-guard,wandb,dev,False
R00618,smart-guard,einops,optional,False
R00618,smart-guard,torch,dev,True
R00619,optcpp,peft,core,True
R00619,optcpp,flask,dev,False
R00619,optcpp,jax,optional,True
R00619,optcpp,httpx,optional,False
R00619,optcpp,bitsandbytes,core,True
R00619,optcpp,langchain,dev,False
R00619,optcpp,numpy,core,False
R00619,optcpp,llama-index,dev,False
R00620,micro-tune,anyhow,core,False
R00620,micro-tune,rayon,optional,False
R00621,mini-audio-forge,accelerate,optional,True
R00621,mini-audio-forge,polars,core,False
R00621,mini-audio-forge,llama-index,core,False
R00621,mini-audio-forge,tiktoken,optional,False
R00621,mini-audio-forge,sqlalchemy,dev,False
R00621,mini-audio-forge,sentencepiece,core,False
R00621,mini-audio-forge,flax,core,True
R00622,prompthub,vllm,dev,True
R00622,prompthub,ray,optional,False
R00622,prompthub,click,core,False
R00622,prompthub,sentencepiece,optional,False
R00622,prompthub,qdrant-client,core,False
R00622,prompthub,einops,core,False
R00622,prompthub,pydantic,optional,False
R00623,bert-py,pydantic,core,False
R00623,bert-py,langchain,optional,False
R00623,bert-py,click,core,False
R00624,deep-guard,celery,core,False
R00624,deep-guard,flask,optional,False
R00624,deep-guard,accelerate,optional,True
R00624,deep-guard,numpy,dev,False
R00624,deep-guard,jax,optional,True
R00624,deep-guard,pydantic,core,False
R00624,deep-guard,ray,optional,False
R00625,BZA,dep-18,dev,False
R00625,BZA,dep-22,core,False
R00625,BZA,dep-24,optional,False
R00626,gradspark,streamlit,dev,False
R00626,gradspark,wandb,core,False
R00626,gradspark,bitsandbytes,core,True
R00626,gradspark,peft,core,True
R00626,gradspark,redis,dev,False
R00626,gradspark,transformers,dev,True
R00627,meta-gpt-wave,pandas,optional,False
R00627,meta-gpt-wave,httpx,core,False
R00627,meta-gpt-wave,streamlit,dev,False
R00628,ZYHIR,burn,core,True
R00628,ZYHIR,ndarray,dev,False
R00628,ZYHIR,tch-rs,dev,True
R00628,ZYHIR,rayon,optional,False
R00628,ZYHIR,clap,optional,False
R00629,FGWND,dep-24,optional,False
R00629,FGWND,dep-29,optional,False
R00629,FGWND,dep-7,optional,False
R00629,FGWND,dep-28,dev,False
R00630,omni-diff54,flask,dev,False
R00630,omni-diff54,transformers,core,True
R00630,omni-diff54,httpx,optional,False
R00630,omni-diff54,gradio,dev,False
R00630,omni-diff54,dask,optional,False
R00630,omni-diff54,torch,dev,True
R00630,omni-diff54,peft,dev,True
R00631,smart-distill-hub,burn,core,True
R00631,smart-distill-hub,tch-rs,optional,True
R00631,smart-distill-hub,clap,optional,False
R00631,smart-distill-hub,reqwest,optional,False
R00632,KZVB,burn,dev,True
R00632,KZVB,tokio,optional,False
R00632,KZVB,candle,dev,True
R00633,trainhub,anyhow,dev,False
R00633,trainhub,tch-rs,optional,True
R00633,trainhub,rayon,core,False
R00634,evalml,dep-14,core,False
R00634,evalml,dep-5,core,False
R00634,evalml,dep-26,optional,False
R00634,evalml,dep-13,dev,False
R00635,micro-tune-ops,dep-3,optional,False
R00635,micro-tune-ops,dep-7,dev,False
R00635,micro-tune-ops,dep-31,core,False
R00635,micro-tune-ops,dep-11,optional,False
R00636,trainforge,numpy,optional,False
R00636,trainforge,redis,dev,False
R00636,trainforge,aiohttp,dev,False
R00636,trainforge,jax,optional,True
R00636,trainforge,typer,core,False
R00636,trainforge,torch,optional,True
R00636,trainforge,accelerate,core,True
R00636,trainforge,rich,dev,False
R00637,diff-wave46,redis,dev,False
R00637,diff-wave46,sqlalchemy,dev,False
R00637,diff-wave46,celery,core,False
R00637,diff-wave46,scipy,dev,False
R00637,diff-wave46,chromadb,dev,False
R00637,diff-wave46,scikit-learn,core,True
R00637,diff-wave46,torch,core,True
R00637,diff-wave46,vllm,optional,True
R00638,easy-gen,dask,dev,False
R00638,easy-gen,wandb,core,False
R00638,easy-gen,typer,optional,False
R00638,easy-gen,tensorflow,optional,True
R00639,pipe-kit,openai,core,False
R00639,pipe-kit,ai,optional,False
R00639,pipe-kit,tailwindcss,dev,False
R00639,pipe-kit,express,core,False
R00640,neo-merge,scikit-learn,dev,True
R00640,neo-merge,numpy,optional,False
R00640,neo-merge,accelerate,dev,True
R00640,neo-merge,typer,optional,False
R00640,neo-merge,peft,core,True
R00640,neo-merge,optax,optional,True
R00640,neo-merge,transformers,optional,True
R00640,neo-merge,scipy,core,False
R00641,open-gpt-pulse,polars,dev,False
R00641,open-gpt-pulse,numpy,optional,False
R00641,open-gpt-pulse,rich,core,False
R00642,mini-opt-hub,dep-29,dev,False
R00643,flex-guard-spark,dep-13,optional,False
R00643,flex-guard-spark,dep-33,core,False
R00643,flex-guard-spark,dep-41,optional,False
R00644,distill-stack,flask,dev,False
R00644,distill-stack,typer,dev,False
R00644,distill-stack,click,optional,False
R00644,distill-stack,tensorflow,dev,True
R00644,distill-stack,pandas,optional,False
R00645,JGL,rich,dev,False
R00645,JGL,wandb,dev,False
R00645,JGL,sentencepiece,core,False
R00645,JGL,celery,core,False
R00645,JGL,gradio,optional,False
R00645,JGL,tensorflow,dev,True
R00646,flowai48,aiohttp,core,False
R00646,flowai48,peft,dev,True
R00646,flowai48,langchain,dev,False
R00647,DMTS,react,optional,False
R00647,DMTS,openai,core,False
R00647,DMTS,next,optional,False
R00647,DMTS,langchain,dev,False
R00648,VUPZT,streamlit,dev,False
R00648,VUPZT,faiss,optional,False
R00648,VUPZT,peft,optional,True
R00648,VUPZT,dask,core,False
R00648,VUPZT,pandas,dev,False
R00648,VUPZT,qdrant-client,dev,False
R00648,VUPZT,redis,dev,False
R00648,VUPZT,langchain,core,False
R00649,deep-gen-ai,bitsandbytes,core,True
R00649,deep-gen-ai,mlflow,dev,False
R00649,deep-gen-ai,celery,core,False
R00649,deep-gen-ai,httpx,dev,False
R00650,chatlib,langchain,core,False
R00650,chatlib,wandb,optional,False
R00650,chatlib,ray,optional,False
R00650,chatlib,sqlalchemy,optional,False
R00650,chatlib,tensorflow,core,True
R00651,token-base,llama-index,core,False
R00651,token-base,pydantic,optional,False
R00651,token-base,streamlit,optional,False
R00651,token-base,numpy,optional,False
R00652,cross-guard-rs,dep-23,optional,False
R00653,uni-token30,torch,optional,True
R00653,uni-token30,accelerate,dev,True
R00653,uni-token30,llama-index,core,False
R00654,SGNLE,einops,optional,False
R00654,SGNLE,jax,core,True
R00655,audio-core,streamlit,optional,False
R00655,audio-core,flax,dev,True
R00656,hyper-search-rs,dep-22,dev,False
R00656,hyper-search-rs,dep-3,core,False
R00657,fast-quant,dep-48,dev,False
R00657,fast-quant,dep-15,optional,False
R00657,fast-quant,dep-46,optional,False
R00657,fast-quant,dep-9,core,False
R00658,flex-chat-x,chromadb,core,False
R00658,flex-chat-x,rich,core,False
R00658,flex-chat-x,redis,optional,False
R00659,codeml,ndarray,dev,False
R00659,codeml,tokio,dev,False
R00659,codeml,candle,optional,True
R00660,turbo-train-ml,dep-10,optional,False
R00660,turbo-train-ml,dep-16,dev,False
R00660,turbo-train-ml,dep-36,dev,False
R00660,turbo-train-ml,dep-15,core,False
R00661,flash-audio-ml,celery,optional,False
R00661,flash-audio-ml,sentencepiece,optional,False
R00661,flash-audio-ml,jax,dev,True
R00661,flash-audio-ml,ray,optional,False
R00661,flash-audio-ml,sqlalchemy,optional,False
R00661,flash-audio-ml,aiohttp,core,False
R00661,flash-audio-ml,click,core,False
R00661,flash-audio-ml,gradio,core,False
R00662,bert-ai,peft,optional,True
R00662,bert-ai,flax,dev,True
R00663,lite-data-x,dep-19,optional,False
R00664,poly-diff-box,redis,dev,False
R00664,poly-diff-box,flask,core,False
R00664,poly-diff-box,llama-index,dev,False
R00664,poly-diff-box,scipy,core,False
R00664,poly-diff-box,accelerate,dev,True
R00665,flex-serve-rs92,dep-43,core,False
R00665,flex-serve-rs92,dep-7,dev,False
R00665,flex-serve-rs92,dep-22,core,False
R00665,flex-serve-rs92,dep-38,optional,False
R00666,CXSKS,dep-14,dev,False
R00666,CXSKS,dep-30,core,False
R00667,dyna-vision-spark,torch,core,True
R00667,dyna-vision-spark,faiss,dev,False
R00668,multi-train,rich,optional,False
R00668,multi-train,sqlalchemy,core,False
R00668,multi-train,sentencepiece,optional,False
R00668,multi-train,langchain,core,False
R00669,pipeai,tensorflow,core,True
R00669,pipeai,sentencepiece,optional,False
R00669,pipeai,fastapi,dev,False
R00669,pipeai,datasets,dev,True
R00669,pipeai,sqlalchemy,dev,False
R00669,pipeai,numpy,optional,False
R00669,pipeai,pandas,optional,False
R00670,optml,click,dev,False
R00670,optml,peft,dev,True
R00670,optml,jax,dev,True
R00670,optml,mlflow,optional,False
R00670,optml,datasets,dev,True
R00670,optml,aiohttp,dev,False
R00671,safeml,numpy,dev,False
R00671,safeml,einops,optional,False
R00671,safeml,flask,core,False
R00671,safeml,celery,dev,False
R00671,safeml,jax,dev,True
R00672,pipekit,scikit-learn,core,True
R00672,pipekit,gradio,optional,False
R00672,pipekit,numpy,core,False
R00672,pipekit,vllm,core,True
R00673,EUHX,anyhow,optional,False
R00673,EUHX,burn,optional,True
R00673,EUHX,candle,optional,True
R00673,EUHX,clap,optional,False
R00673,EUHX,serde,dev,False
R00674,deep-token,dep-20,core,False
R00675,tokencraft,redis,dev,False
R00675,tokencraft,dask,optional,False
R00675,tokencraft,fastapi,optional,False
R00675,tokencraft,jax,dev,True
R00675,tokencraft,pandas,dev,False
R00675,tokencraft,flask,dev,False
R00676,KZL,flask,dev,False
R00676,KZL,optax,optional,True
R00676,KZL,flax,core,True
R00676,KZL,vllm,core,True
R00677,eval-hub,dep-28,core,False
R00678,KFGL,dep-31,dev,False
R00678,KFGL,dep-34,core,False
R00678,KFGL,dep-5,dev,False
R00678,KFGL,dep-30,optional,False
R00679,safecore,tensorflow,dev,True
R00679,safecore,redis,core,False
R00679,safecore,mlflow,optional,False
R00679,safecore,faiss,optional,False
R00679,safecore,datasets,core,True
R00679,safecore,polars,optional,False
R00680,easy-pipe-hub55,react,core,False
R00680,easy-pipe-hub55,axios,optional,False
R00680,easy-pipe-hub55,prisma,dev,False
R00681,super-token-wave,jax,optional,True
R00681,super-token-wave,scipy,optional,False
R00681,super-token-wave,peft,dev,True
R00682,tunex,pydantic,dev,False
R00682,tunex,chromadb,core,False
R00682,tunex,vllm,dev,True
R00683,benchcpp,pandas,dev,False
R00683,benchcpp,transformers,dev,True
R00683,benchcpp,faiss,optional,False
R00683,benchcpp,sqlalchemy,dev,False
R00683,benchcpp,datasets,core,True
R00683,benchcpp,typer,optional,False
R00683,benchcpp,tiktoken,optional,False
R00684,vector-ops,dep-30,optional,False
R00684,vector-ops,dep-3,optional,False
R00684,vector-ops,dep-18,core,False
R00684,vector-ops,dep-49,optional,False
R00685,YDUR,tiktoken,dev,False
R00685,YDUR,bitsandbytes,dev,True
R00685,YDUR,tensorflow,dev,True
R00685,YDUR,chromadb,optional,False
R00685,YDUR,typer,dev,False
R00686,chatx,celery,optional,False
R00686,chatx,faiss,core,False
R00686,chatx,polars,optional,False
R00686,chatx,scikit-learn,dev,True
R00686,chatx,scipy,core,False
R00687,text-kit,sentencepiece,optional,False
R00687,text-kit,aiohttp,optional,False
R00687,text-kit,jax,core,True
R00687,text-kit,bitsandbytes,core,True
R00688,vectorrs,pandas,optional,False
R00688,vectorrs,rich,optional,False
R00688,vectorrs,fastapi,dev,False
R00688,vectorrs,datasets,core,True
R00688,vectorrs,wandb,core,False
R00688,vectorrs,optax,dev,True
R00689,simple-llm-ml,streamlit,optional,False
R00689,simple-llm-ml,scikit-learn,optional,True
R00689,simple-llm-ml,accelerate,core,True
R00689,simple-llm-ml,chromadb,dev,False
R00689,simple-llm-ml,tiktoken,dev,False
R00689,simple-llm-ml,langchain,optional,False
R00689,simple-llm-ml,tensorflow,dev,True
R00689,simple-llm-ml,optax,core,True
R00690,merge-py,flax,core,True
R00690,merge-py,redis,core,False
R00690,merge-py,typer,core,False
R00691,mini-text-forge,dep-35,optional,False
R00691,mini-text-forge,dep-22,optional,False
R00691,mini-text-forge,dep-29,dev,False
R00692,diffwave,dep-8,dev,False
R00692,diffwave,dep-10,optional,False
R00692,diffwave,dep-25,core,False
R00692,diffwave,dep-21,optional,False
R00693,PXGSV,dep-36,core,False
R00694,simple-grad-kit,llama-index,optional,False
R00694,simple-grad-kit,fastapi,core,False
R00694,simple-grad-kit,streamlit,dev,False
R00694,simple-grad-kit,datasets,optional,True
R00694,simple-grad-kit,vllm,optional,True
R00694,simple-grad-kit,bitsandbytes,optional,True
R00694,simple-grad-kit,accelerate,core,True
R00694,simple-grad-kit,dask,optional,False
R00695,swift-embed-pulse,dep-2,core,False
R00695,swift-embed-pulse,dep-41,optional,False
R00695,swift-embed-pulse,dep-34,optional,False
R00695,swift-embed-pulse,dep-19,dev,False
R00696,train-ml,vllm,optional,True
R00696,train-ml,mlflow,dev,False
R00696,train-ml,dask,core,False
R00696,train-ml,httpx,dev,False
R00696,train-ml,tiktoken,dev,False
R00696,train-ml,celery,core,False
R00696,train-ml,torch,core,True
R00697,EZU,wandb,dev,False
R00697,EZU,dask,core,False
R00697,EZU,langchain,dev,False
R00697,EZU,jax,optional,True
R00697,EZU,datasets,dev,True
R00697,EZU,pandas,dev,False
R00698,distill-kit,scikit-learn,optional,True
R00698,distill-kit,click,optional,False
R00698,distill-kit,typer,dev,False
R00698,distill-kit,numpy,core,False
R00698,distill-kit,llama-index,dev,False
R00698,distill-kit,torch,dev,True
R00699,mini-vision-lib,scipy,optional,False
R00699,mini-vision-lib,gradio,dev,False
R00699,mini-vision-lib,redis,dev,False
R00699,mini-vision-lib,fastapi,core,False
R00699,mini-vision-lib,torch,dev,True
R00700,servelib,chromadb,optional,False
R00700,servelib,datasets,optional,True
R00700,servelib,streamlit,optional,False
R00700,servelib,llama-index,optional,False
R00700,servelib,flax,dev,True
R00700,servelib,peft,optional,True
R00700,servelib,qdrant-client,dev,False
R00700,servelib,pydantic,core,False
R00701,flash-token,aiohttp,optional,False
R00701,flash-token,click,optional,False
R00701,flash-token,sqlalchemy,optional,False
R00701,flash-token,llama-index,core,False
R00701,flash-token,datasets,dev,True
R00702,data-kit,chromadb,optional,False
R00702,data-kit,sentencepiece,core,False
R00703,swift-lab,rayon,dev,False
R00703,swift-lab,ndarray,optional,False
R00703,swift-lab,tch-rs,dev,True
R00703,swift-lab,burn,optional,True
R00703,swift-lab,anyhow,optional,False
R00704,searchspark,dep-43,core,False
R00704,searchspark,dep-31,core,False
R00705,dyna-token79,burn,optional,True
R00705,dyna-token79,candle,optional,True
R00705,dyna-token79,ndarray,core,False
R00705,dyna-token79,clap,dev,False
R00706,serve-studio,datasets,core,True
R00706,serve-studio,tiktoken,optional,False
R00706,serve-studio,fastapi,core,False
R00706,serve-studio,vllm,dev,True
R00706,serve-studio,wandb,dev,False
R00706,serve-studio,httpx,core,False
R00706,serve-studio,jax,optional,True
R00707,inferpulse,dep-17,core,False
